"id";"amount";"created";"currency";"description";"fee";"net";"source";"status";"type"
"txn_3JUds6CmAIcalbBu060s0AAU";-199;"2021-08-31T20:47:54Z";"eur";"Curso 32574";"-2,388";"-196,612";"ch_3JUds6CmAIcalbBu0JpMNtlO";"available";"charge"
"txn_3JUYoBCmAIcalbBu0H9sD2da";-199;"2021-08-31T15:23:32Z";"eur";"Curso 32617";"-2,388";"-196,612";"ch_3JUYoBCmAIcalbBu0VaL16bw";"available";"charge"
"txn_3JUbLrCmAIcalbBu05AcdtVm";-199;"2021-08-31T18:06:28Z";"eur";"Curso 32624";"-2,388";"-196,612";"ch_3JUbLrCmAIcalbBu0DnXwxwk";"available";"charge"
"txn_3JUaMvCmAIcalbBu1796pg5w";-179;"2021-08-31T17:03:30Z";"eur";"Curso 32657";"-2,148";"-176,852";"ch_3JUaMvCmAIcalbBu1Nixad84";"available";"charge"
"txn_1GfM4PCmAIcalbBuaXPckriY";-199;"2020-05-05T08:24:04Z";"eur";"Curso 32664";"-2,388";"-196,612";"ch_1GfM4OCmAIcalbBuFEOPJmEY";"available";"charge"
"txn_1HsFXlCmAIcalbBugsfRJDbR";-199;"2020-11-27T22:35:55Z";"eur";"Curso 32685";"-2,388";"-196,612";"ch_1HsFXjCmAIcalbBuG8rk3xtv";"available";"charge"
"txn_1HsA0CCmAIcalbBuGYCZ2kDd";-199;"2020-11-27T16:40:54Z";"eur";"Curso 32703";"-2,388";"-196,612";"ch_1HsA0ACmAIcalbBu00wcvYfY";"available";"charge"
"txn_1HsE9KCmAIcalbBu6k0UyD16";-199;"2020-11-27T21:06:37Z";"eur";"Curso 32775";"-2,388";"-196,612";"ch_1HsE9JCmAIcalbBujrAkNnZF";"available";"charge"
"txn_1Hrx9TCmAIcalbBupof96rFw";-199;"2020-11-27T02:57:37Z";"eur";"Curso 32783";"-2,388";"-196,612";"ch_1Hrx9RCmAIcalbBu0pGQ1rJa";"available";"charge"
"txn_1IJ50gCmAIcalbBuZDimgt7T";-199;"2021-02-09T22:48:40Z";"eur";"Curso 32808";"-2,388";"-196,612";"ch_1IJ50eCmAIcalbBuFkLjEtcu";"available";"charge"
"txn_1I9eo1CmAIcalbBuuTwrYFxn";-199;"2021-01-14T23:00:40Z";"eur";"Curso 32839";"-2,388";"-196,612";"ch_1I9eo0CmAIcalbBuQwTg6Jdw";"available";"charge"
"txn_1HRiecCmAIcalbBundFA4GRL";-229;"2020-09-15T18:13:20Z";"eur";"Curso 32869";"-2,748";"-226,252";"ch_1HRieaCmAIcalbBuJeKzgDQK";"available";"charge"
"txn_1HRkuECmAIcalbBu2QRwfF0F";-249;"2020-09-15T20:37:37Z";"eur";"Curso 32873";"-2,988";"-246,012";"ch_1HRkuDCmAIcalbBulNGnrSAu";"available";"charge"
"txn_1HRjY9CmAIcalbBu3X501BV8";-199;"2020-09-15T19:10:44Z";"eur";"Curso 32875";"-2,388";"-196,612";"ch_1HRjY8CmAIcalbBuUx1T28B8";"available";"charge"
"txn_1HRlgpCmAIcalbBuFZc5L8Gz";-129;"2020-09-15T21:27:50Z";"eur";"Curso 32881";"-1,548";"-127,452";"ch_1HRlgoCmAIcalbBu4CCK3Yh8";"available";"charge"
"txn_1HZNheCmAIcalbBumr5zMhaV";-179;"2020-10-06T21:28:09Z";"eur";"Curso 32912";"-2,148";"-176,852";"ch_1HZNhdCmAIcalbBuQVjOa7mK";"available";"charge"
"txn_1HZMpGCmAIcalbBu2RBPOXxI";-199;"2020-10-06T20:31:56Z";"eur";"Curso 32920";"-2,388";"-196,612";"ch_1HZMpECmAIcalbBuGG5EYvKH";"available";"charge"
"txn_3JUIcYCmAIcalbBu1Ip1mg5b";-249;"2021-08-30T22:06:27Z";"eur";"Curso 33408";"-2,988";"-246,012";"ch_3JUIcYCmAIcalbBu1NbbciH4";"available";"charge"
"txn_3JTSpTCmAIcalbBu0nDfzSDt";-229;"2021-08-28T14:49:16Z";"eur";"Curso 33416";"-2,748";"-226,252";"ch_3JTSpTCmAIcalbBu0V00278Y";"available";"charge"
"txn_3JUJ5ECmAIcalbBu0rEIbRbn";-249;"2021-08-30T22:36:05Z";"eur";"Curso 33428";"-2,988";"-246,012";"ch_3JUJ5ECmAIcalbBu0YPwAZkl";"available";"charge"
"txn_3JUANXCmAIcalbBu0jZOMjXQ";-249;"2021-08-30T13:18:24Z";"eur";"Curso 33437";"-2,988";"-246,012";"ch_3JUANXCmAIcalbBu0Ki8henU";"available";"charge"
"txn_3JTferCmAIcalbBu0kPgcifr";-249;"2021-08-29T04:30:13Z";"eur";"Curso 33516";"-2,988";"-246,012";"ch_3JTferCmAIcalbBu05RSPMvy";"available";"charge"
"txn_1JA0fKCmAIcalbBulmafBN52";-249;"2021-07-05T22:53:24Z";"eur";"Curso 33542";"-2,988";"-246,012";"ch_1JA0fICmAIcalbBuDq29sZMT";"available";"charge"
"txn_1JA1h4CmAIcalbBuYMIPb8tF";-249;"2021-07-05T23:59:17Z";"eur";"Curso 33590";"-2,988";"-246,012";"ch_1JA1h3CmAIcalbBu5wdR8c7i";"available";"charge"
"txn_1JA1fBCmAIcalbBu5xJ5qPGw";-249;"2021-07-05T23:57:20Z";"eur";"Curso 33592";"-3,735";"-245,265";"ch_1JA1fACmAIcalbBuuE01qaaV";"available";"charge"
"txn_1JA0RGCmAIcalbBughnbXUYe";-249;"2021-07-05T22:38:54Z";"eur";"Curso 33611";"-3,735";"-245,265";"re_1JA0RGCmAIcalbBu9vbuz56H";"available";"refund"
"txn_3J9ynsCmAIcalbBu0pkjBtEo";-149;"2021-07-05T20:55:46Z";"eur";"Curso 33826";"-2,235";"-146,765";"re_3J9ynsCmAIcalbBu0XmcuK9j";"available";"refund"
"txn_1J9z5fCmAIcalbBu9sIoHnah";-149;"2021-07-05T21:12:30Z";"eur";"Curso 33979";"-2,235";"-146,765";"re_1J9z5eCmAIcalbBuMtoAH6nf";"available";"refund"
"txn_1GfcuqCmAIcalbBu5a67gSs8";-199;"2020-05-06T02:23:19Z";"eur";"Curso 33995";"-2,985";"-196,015";"ch_1GfcupCmAIcalbBue6XnA6ji";"available";"charge"
"txn_1GfcrsCmAIcalbBu6fsu9vTk";-249;"2020-05-06T02:20:14Z";"eur";"Curso 34255";"-3,735";"-245,265";"ch_1GfcrqCmAIcalbBuMIfl17yj";"available";"charge"
"txn_3JKReqCmAIcalbBu0ZLFKyvT";-199;"2021-08-03T17:44:04Z";"eur";"Curso 34292";"-2,985";"-196,015";"ch_3JKReqCmAIcalbBu0Aiowayh";"available";"charge"
"txn_1H1wnhCmAIcalbBu7WOHa48y";-199;"2020-07-06T16:04:12Z";"eur";"Curso 34320";"-2,985";"-196,015";"ch_1H1wngCmAIcalbBuYstdK265";"available";"charge"
"txn_3JXR34CmAIcalbBu1UpIsq8a";-199;"2021-09-08T13:42:46Z";"eur";"Curso 34325";"-2,985";"-196,015";"ch_3JXR34CmAIcalbBu1oVUETGJ";"available";"charge"
"txn_3JZbbOCmAIcalbBu0pepm2Ti";-199;"2021-09-14T13:23:11Z";"eur";"Curso 34673";"-2,985";"-196,015";"ch_3JZbbOCmAIcalbBu0XfXocRY";"available";"charge"
"txn_3JWsTxCmAIcalbBu1EBrxC7z";-269;"2021-09-07T00:48:14Z";"eur";"Curso 34719";"-4,035";"-264,965";"ch_3JWsTxCmAIcalbBu1Cq3ly7u";"available";"charge"
"txn_1Iz9ciCmAIcalbBuEf09oxOu";-199;"2021-06-06T00:13:51Z";"eur";"Curso 34737";"-2,985";"-196,015";"ch_1Iz9chCmAIcalbBueG2aPyxf";"available";"charge"
"txn_1IyK4UCmAIcalbBuBSaWaeRY";-199;"2021-06-03T17:11:05Z";"eur";"Curso 35073";"-2,985";"-196,015";"ch_1IyK4TCmAIcalbBuuFkP4KUi";"available";"charge"
"txn_1IyNHeCmAIcalbBugouhTY5t";-199;"2021-06-03T20:36:53Z";"eur";"Curso 35078";"-2,985";"-196,015";"ch_1IyNHdCmAIcalbBu1NNue1KL";"available";"charge"
"txn_1J0r6mCmAIcalbBuJkOLA8Ua";-199;"2021-06-10T16:51:54Z";"eur";"Curso 35091";"-2,985";"-196,015";"ch_1J0r6kCmAIcalbBuz2kroOuI";"available";"charge"
"txn_1IyXcoCmAIcalbBuqjEhj6UW";-199;"2021-06-04T07:39:25Z";"eur";"Curso 35096";"-2,985";"-196,015";"ch_1IyXcnCmAIcalbBuBjAjZVgZ";"available";"charge"
"txn_1IydSvCmAIcalbBu4wlLeoVw";-179;"2021-06-04T13:53:36Z";"eur";"Curso 35113";"-2,685";"-176,315";"ch_1IydSuCmAIcalbBumf8pKg6d";"available";"charge"
"txn_1IytabCmAIcalbBuKQawQTXy";-179;"2021-06-05T07:06:36Z";"eur";"Curso 35115";"-2,685";"-176,315";"ch_1IytaaCmAIcalbBuyvR0k4Gj";"available";"charge"
"txn_1J1r5mCmAIcalbBuHCmCFl2e";-199;"2021-06-13T11:03:02Z";"eur";"Curso 35251";"-2,985";"-196,015";"ch_1J1r5mCmAIcalbBuceYDfctp";"available";"charge"
"txn_1J2LztCmAIcalbBukRwJXbK7";-199;"2021-06-14T20:03:00Z";"eur";"Curso 35286";"-2,985";"-196,015";"ch_1J2LzsCmAIcalbBujk7pM84D";"available";"charge"
"txn_3JWtpECmAIcalbBu1Zb7c8zf";-199;"2021-09-07T02:14:16Z";"eur";"Curso 35289";"-2,985";"-196,015";"ch_3JWtpECmAIcalbBu1UXbtfbh";"available";"charge"
"txn_3JWnaKCmAIcalbBu19D4NEHh";-199;"2021-09-06T19:34:29Z";"eur";"Curso 35385";"-2,985";"-196,015";"ch_3JWnaKCmAIcalbBu1FSA7iSg";"available";"charge"
"txn_1JHmM7CmAIcalbBuDS6H0D6y";-179;"2021-07-27T09:13:42Z";"eur";"Curso 35540";"-2,685";"-176,315";"ch_1JHmM6CmAIcalbBujjzLfVF9";"available";"charge"
"txn_1ICNRhCmAIcalbBuiclHhG3o";-249;"2021-01-22T11:04:52Z";"eur";"Curso 35563";"-3,735";"-245,265";"ch_1ICNRgCmAIcalbBuBsnGOz55";"available";"charge"
"txn_1I4h1ECmAIcalbBu3sFeMbUE";-249;"2021-01-01T06:21:46Z";"eur";"Curso 35565";"-3,735";"-245,265";"ch_1I4h1CCmAIcalbBuiXNqk3A0";"available";"charge"
"txn_1HCuGJCmAIcalbBuks2LcpO6";-179;"2020-08-05T21:35:01Z";"eur";"Curso 35583";"-2,685";"-176,315";"ch_1HCuGHCmAIcalbBuKD6jLGAn";"available";"charge"
"txn_1HEr9MCmAIcalbBui4J4Fa0P";-249;"2020-08-11T06:39:55Z";"eur";"Curso 35591";"-3,735";"-245,265";"ch_1HEr9LCmAIcalbBuFuQzYjN7";"available";"charge"
"txn_1HFHlZCmAIcalbBusD1NQpll";-249;"2020-08-12T11:05:08Z";"eur";"Curso 35604";"-3,735";"-245,265";"ch_1HFHlYCmAIcalbBuCV93rwWj";"available";"charge"
"txn_1HEiXjCmAIcalbBuw4HM3uI9";-199;"2020-08-10T21:28:29Z";"eur";"Curso 35609";"-2,985";"-196,015";"ch_1HEiXhCmAIcalbBuIMDoz27o";"available";"charge"
"txn_1HEI29CmAIcalbBuc0AjCByi";-249;"2020-08-09T17:10:07Z";"eur";"Curso 35649";"-3,735";"-245,265";"ch_1HEI27CmAIcalbBu7ZIgXQUg";"available";"charge"
"txn_1HFDVPCmAIcalbBurq3xTfYw";-199;"2020-08-12T06:32:10Z";"eur";"Curso 35664";"-2,985";"-196,015";"ch_1HFDVOCmAIcalbBuyATZjDTi";"available";"charge"
"txn_1HRMleCmAIcalbBuWjinMfpd";-149;"2020-09-14T18:51:09Z";"eur";"Curso 35849";"-2,235";"-146,765";"ch_1HRMldCmAIcalbBuzWYeiWY3";"available";"charge"
"txn_1IkydVCmAIcalbBuQ44oiF97";-149;"2021-04-27T21:40:03Z";"eur";"Curso 35854";"-2,235";"-146,765";"ch_1IkydTCmAIcalbBum2QkVIGG";"available";"charge"
"txn_1ImQTHCmAIcalbBuyKOXXZb5";-149;"2021-05-01T21:35:30Z";"eur";"Curso 35855";"-2,235";"-146,765";"ch_1ImQTGCmAIcalbBuXqmqIbc1";"available";"charge"
"txn_1IpbPlCmAIcalbBuwvtv3pNV";-199;"2021-05-10T15:53:00Z";"eur";"Curso 35866";"-2,985";"-196,015";"ch_1IpbPkCmAIcalbBu7Vuhq4rE";"available";"charge"
"txn_1IKSS1CmAIcalbBuqoZ76Pth";-249;"2021-02-13T18:02:35Z";"eur";"Curso 35867";"-3,735";"-245,265";"ch_1IKSRzCmAIcalbBumWs994kp";"available";"charge"
"txn_1IE0EwCmAIcalbBub1h77VYj";-249;"2021-01-26T22:42:25Z";"eur";"Curso 35879";"-3,735";"-245,265";"ch_1IE0EvCmAIcalbBuYldErviA";"available";"charge"
"txn_1IqUpYCmAIcalbBuCELcOy2P";-249;"2021-05-13T03:03:19Z";"eur";"Curso 35880";"-3,735";"-245,265";"ch_1IqUpXCmAIcalbBuKkuj1ZmB";"available";"charge"
"txn_1IHhePCmAIcalbBuFzsa6lyG";-129;"2021-02-06T03:39:59Z";"eur";"Curso 35891";"-1,935";"-127,065";"ch_1IHheNCmAIcalbBuPhDsaSzU";"available";"charge"
"txn_1IioahCmAIcalbBu2sBEExIA";-179;"2021-04-21T22:32:14Z";"eur";"Curso 35892";"-2,685";"-176,315";"ch_1IioagCmAIcalbBuP8iNz40A";"available";"charge"
"txn_1IiiZDCmAIcalbBuACX1VADA";-249;"2021-04-21T16:06:18Z";"eur";"Curso 35895";"-3,735";"-245,265";"ch_1IiiZCCmAIcalbButujyP6bl";"available";"charge"
"txn_1ISUT2CmAIcalbBuCKNr7Hku";-129;"2021-03-07T21:48:51Z";"eur";"Curso 35897";"-1,935";"-127,065";"ch_1ISUT1CmAIcalbBuIx3ptDUs";"available";"charge"
"txn_1H7TqiCmAIcalbBuQlDyGGtA";-149;"2020-07-21T22:22:11Z";"eur";"Curso 35945";"-2,235";"-146,765";"ch_1H7TqhCmAIcalbBuaTHhjibt";"available";"charge"
"txn_3JPBeQCmAIcalbBu10g5Ikpj";-149;"2021-08-16T19:39:14Z";"eur";"Curso 35992";"-2,235";"-146,765";"ch_3JPBeQCmAIcalbBu1a4BVRa0";"available";"charge"
"txn_1H6JWnCmAIcalbBuXZoYjCBb";-149;"2020-07-18T17:08:47Z";"eur";"Curso 35994";"-2,235";"-146,765";"ch_1H6JWlCmAIcalbBuYsjWP3FN";"available";"charge"
"txn_1H5xKtCmAIcalbBuQWFt3D9A";-149;"2020-07-17T17:27:00Z";"eur";"Curso 36007";"-2,235";"-146,765";"ch_1H5xKqCmAIcalbBuX9jLhafY";"available";"charge"
"txn_1H6idCCmAIcalbBuRg6XUZrq";-109;"2020-07-19T19:57:05Z";"eur";"Curso 36013";"-1,635";"-107,365";"ch_1H6idBCmAIcalbBu632FPsRk";"available";"charge"
"txn_1H5dbICmAIcalbBuUgVqkH8I";-149;"2020-07-16T20:22:37Z";"eur";"Curso 36034";"-2,235";"-146,765";"ch_1H5dbFCmAIcalbBuVP00dvh2";"available";"charge"
"txn_1H6HjSCmAIcalbBuHpdg8O1p";-149;"2020-07-18T15:13:45Z";"eur";"Curso 36069";"-2,235";"-146,765";"ch_1H6HjRCmAIcalbBuJr8g6dtW";"available";"charge"
"txn_1H5wdXCmAIcalbBu7k0dmFfP";-149;"2020-07-17T16:42:13Z";"eur";"Curso 36078";"-2,235";"-146,765";"ch_1H5wdVCmAIcalbBu9g8kgc1R";"available";"charge"
"txn_3JNaiYCmAIcalbBu0Xe1YBqT";-149;"2021-08-12T10:00:54Z";"eur";"Curso 36185";"-2,235";"-146,765";"ch_3JNaiYCmAIcalbBu0xFepC7V";"available";"charge"
"txn_1J1vRlCmAIcalbBu1F2V0mcR";-199;"2021-06-13T15:42:00Z";"eur";"Curso 36319";"-2,985";"-196,015";"ch_1J1vRkCmAIcalbBuj9ZKyWkq";"available";"charge"
"txn_1Iz0VPCmAIcalbBuhVGvZvwq";-199;"2021-06-05T14:29:42Z";"eur";"Curso 36325";"-2,985";"-196,015";"ch_1Iz0VOCmAIcalbBuPM4cBW17";"available";"charge"
"txn_1IyJipCmAIcalbBuFN2WlT9v";-249;"2021-06-03T16:48:41Z";"eur";"Curso 36330";"-3,735";"-245,265";"ch_1IyJinCmAIcalbBuWYa8gboQ";"available";"charge"
"txn_1IynEPCmAIcalbBuPvZDWBvJ";-199;"2021-06-05T00:19:15Z";"eur";"Curso 36332";"-2,985";"-196,015";"ch_1IynENCmAIcalbBuR7l7SbKb";"available";"charge"
"txn_3JPxcwCmAIcalbBu1PLNzP8A";-129;"2021-08-18T22:52:54Z";"eur";"Curso 36337";"-1,935";"-127,065";"ch_3JPxcwCmAIcalbBu1k9XWd2r";"available";"charge"
"txn_1JAm2ZCmAIcalbBuptsjcd8g";-249;"2021-07-08T01:28:33Z";"eur";"Curso 36367";"-3,735";"-245,265";"ch_1JAm2XCmAIcalbBuR9uPNSHu";"available";"charge"
"txn_3JLYubCmAIcalbBu0GVjCc5m";-199;"2021-08-07T00:28:48Z";"eur";"Curso 36446";"-2,985";"-196,015";"ch_3JLYubCmAIcalbBu0NrThcPo";"available";"charge"
"txn_3JSkQyCmAIcalbBu1ijFXvzB";-199;"2021-08-26T15:24:05Z";"eur";"Curso 36447";"-2,985";"-196,015";"ch_3JSkQyCmAIcalbBu1gBN4IOk";"available";"charge"
"txn_1JCEa5CmAIcalbBu3jtSBUP2";-249;"2021-07-12T02:09:11Z";"eur";"Curso 36892";"-3,735";"-245,265";"ch_1JCEa3CmAIcalbBuIObeeWM6";"available";"charge"
"txn_3JKnoACmAIcalbBu1RAlsZ6G";-199;"2021-08-04T17:23:11Z";"eur";"Curso 37047";"-2,985";"-196,015";"ch_3JKnoACmAIcalbBu1P9NZShP";"available";"charge"
"txn_1JIFN1CmAIcalbBuOcdz6HDr";-249;"2021-07-28T16:12:33Z";"eur";"Curso 37050";"-3,735";"-245,265";"ch_1JIFMzCmAIcalbBuqGpnxnaq";"available";"charge"
"txn_3JKqsACmAIcalbBu1RZgETb2";-249;"2021-08-04T20:39:31Z";"eur";"Curso 37208";"-3,735";"-245,265";"ch_3JKqsACmAIcalbBu1l6SAlRX";"available";"charge"
"txn_3JmV4XCmAIcalbBu0zOxjWqY";-249;"2021-10-20T03:02:34Z";"eur";"Curso 37209";"-3,735";"-245,265";"ch_3JmV4XCmAIcalbBu0OMzlbuC";"available";"charge"
"txn_3JmU3uCmAIcalbBu0F45Z10w";-149;"2021-10-20T01:57:51Z";"eur";"Curso 37211";"-2,235";"-146,765";"ch_3JmU3uCmAIcalbBu0n0EBr9F";"available";"charge"
"txn_3JLBxmCmAIcalbBu1XDQPN2F";-249;"2021-08-05T19:10:43Z";"eur";"Curso 37222";"-3,735";"-245,265";"ch_3JLBxmCmAIcalbBu1QKDFaka";"available";"charge"
"txn_1IY83SCmAIcalbBu2k0T0KTs";-199;"2021-03-23T11:05:46Z";"eur";"Curso 37283";"-2,985";"-196,015";"du_1IY7ybCmAIcalbBuTEQHz65s";"available";"adjustment"
"txn_3JmU63CmAIcalbBu1nnYWzXm";-199;"2021-10-20T02:00:04Z";"eur";"Curso 37417";"-2,985";"-196,015";"ch_3JmU63CmAIcalbBu1kLl0mZH";"available";"charge"
"txn_3JnRPvCmAIcalbBu19mVkeMT";-199;"2021-10-22T17:20:32Z";"eur";"Curso 37421";"-2,985";"-196,015";"ch_3JnRPvCmAIcalbBu1kd22PMX";"available";"charge"
"txn_3JmsSzCmAIcalbBu0DuuZYdC";-199;"2021-10-21T04:01:22Z";"eur";"Curso 37434";"-2,985";"-196,015";"ch_3JmsSzCmAIcalbBu0049ux9P";"available";"charge"
"txn_3Ji1zICmAIcalbBu0Ed6QfEh";-199;"2021-10-07T19:10:41Z";"eur";"Curso 37447";"-2,985";"-196,015";"ch_3Ji1zICmAIcalbBu0gweO90c";"available";"charge"
"txn_3JNb93CmAIcalbBu0eYJ98uJ";-199;"2021-08-12T10:28:53Z";"eur";"Curso 37449";"-2,985";"-196,015";"ch_3JNb93CmAIcalbBu0RlSPJzz";"available";"charge"
"txn_1Gfj9xCmAIcalbBuE6P0NIhZ";-199;"2020-05-06T09:03:20Z";"eur";"Curso 37450";"-2,985";"-196,015";"ch_1Gfj9wCmAIcalbBu2Z3lyOo2";"available";"charge"
"txn_1Gfkp8CmAIcalbBuT40Pn8A3";-199;"2020-05-06T10:49:57Z";"eur";"Curso 37459";"-2,985";"-196,015";"ch_1Gfkp7CmAIcalbBu1P9GyizG";"available";"charge"
"txn_1GhfGJCmAIcalbBuTxjxCkok";-199;"2020-05-11T17:17:54Z";"eur";"Curso 37460";"-2,985";"-196,015";"ch_1GhfGICmAIcalbBuQ9qKGJl7";"available";"charge"
"txn_1GkGHhCmAIcalbBu5KKL6ga0";-199;"2020-05-18T21:14:03Z";"eur";"Curso 37468";"-2,985";"-196,015";"ch_1GkGHfCmAIcalbBulbwLNuHx";"available";"charge"
"txn_3Je1x8CmAIcalbBu1b48Q1lU";-199;"2021-09-26T18:19:55Z";"eur";"Curso 37473";"-2,985";"-196,015";"ch_3Je1x8CmAIcalbBu13ydB0k3";"available";"charge"
"txn_1J3pw0CmAIcalbBu3sm5XXhz";-199;"2021-06-18T22:13:06Z";"eur";"Curso 37474";"-2,985";"-196,015";"ch_1J3pvyCmAIcalbBuzoOiYh6x";"available";"charge"
"txn_1J3qI9CmAIcalbBuMwvdqckR";-199;"2021-06-18T22:35:59Z";"eur";"Curso 37482";"-2,985";"-196,015";"ch_1J3qI7CmAIcalbBuU8t4EKp9";"available";"charge"
"txn_1Id54uCmAIcalbBuoCjXMjQZ";-199;"2021-04-06T02:55:43Z";"eur";"Curso 37484";"-2,985";"-196,015";"ch_1Id54tCmAIcalbBuNBlXG6sY";"available";"charge"
"txn_1GfeB3CmAIcalbBuhqejqEyg";-199;"2020-05-06T03:44:08Z";"eur";"Curso 37486";"-2,985";"-196,015";"ch_1GfeB2CmAIcalbBu2SRytOBB";"available";"charge"
"txn_1HoEQPCmAIcalbBudNV0LCF6";-199;"2020-11-16T20:35:44Z";"eur";"Curso 37489";"-2,985";"-196,015";"ch_1HoEQOCmAIcalbBu2KEaJgdB";"available";"charge"
"txn_1HnLXNCmAIcalbBu4IEdmUgd";-199;"2020-11-14T09:59:16Z";"eur";"Curso 37494";"-2,985";"-196,015";"ch_1HnLXMCmAIcalbBu0KP65xM6";"available";"charge"
"txn_1IDzh4CmAIcalbBueMPurptR";-199;"2021-01-26T22:07:25Z";"eur";"Curso 37507";"-2,985";"-196,015";"ch_1IDzh3CmAIcalbBuAivck0G1";"available";"charge"
"txn_1IftBlCmAIcalbBuTsEopNhp";-199;"2021-04-13T20:50:24Z";"eur";"Curso 37510";"-2,985";"-196,015";"ch_1IftBkCmAIcalbBuXbxOjYhp";"available";"charge"
"txn_1HaK8ACmAIcalbBuMtbM1TNX";-199;"2020-10-09T11:51:26Z";"eur";"Curso 37511";"-2,985";"-196,015";"ch_1Ha5pkCmAIcalbBu3xJd7iZA";"available";"charge"
"txn_1HYpNjCmAIcalbBuQPAJJgDs";-199;"2020-10-05T08:49:19Z";"eur";"Curso 37515";"-2,985";"-196,015";"ch_1HYKanCmAIcalbBunF4VVxOv";"available";"charge"
"txn_1JEG6dCmAIcalbBu1t1OlwYe";-199;"2021-07-17T16:11:10Z";"eur";"Curso 37522";"-2,985";"-196,015";"ch_1JEG6cCmAIcalbBuTtTVS78q";"available";"charge"
"txn_1HWH5sCmAIcalbBuBHwJwK5i";-199;"2020-09-28T07:48:19Z";"eur";"Curso 37530";"-2,985";"-196,015";"ch_1HWH5rCmAIcalbBu7lpzzXFW";"available";"charge"
"txn_1HX2igCmAIcalbBuP0F84OXD";-199;"2020-09-30T10:39:33Z";"eur";"Curso 37533";"-2,985";"-196,015";"ch_1HX2ifCmAIcalbBubPDTMe3K";"available";"charge"
"txn_1ImQkSCmAIcalbBuehLKwy1G";-169;"2021-05-01T21:53:15Z";"eur";"Curso 37534";"-2,535";"-166,465";"ch_1ImQkRCmAIcalbButIAFVuPi";"available";"charge"
